series_01_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_01_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_01_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_01_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_01_4, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_02_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_02_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_02_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_02_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_02_4, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_03_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_03_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_03_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_03_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_03_4, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_04_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_04_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_04_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_04_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_04_4, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_05_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_05_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_05_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_05_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_05_4, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_06_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_06_1, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_06_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_06_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_06_4, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_07_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_07_1, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_07_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_07_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_07_4, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_08_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_08_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_08_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_08_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_08_4, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_09_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_09_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_09_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_09_3, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_09_4, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_10_0, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_10_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_10_2, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_10_3, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_10_4, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_1_eval_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_1_eval_1, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_1_eval_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_1_eval_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_1_eval_4, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_11_0, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_11_1, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_11_2, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_11_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_11_4, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_12_0, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_12_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_12_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_12_3, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_12_4, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_13_0, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_13_1, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_13_2, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_13_3, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_13_4, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_14_0, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_14_1, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_14_2, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_14_3, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_14_4, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_15_0, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_15_1, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_15_2, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_15_3, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_15_4, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_16_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_16_1, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_16_2, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_16_3, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_16_4, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_17_0, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_17_1, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_17_2, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_17_3, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_17_4, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_2_eval_0, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_2_eval_1, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_2_eval_2, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_2_eval_3, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_2_eval_4, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_18_0, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_18_1, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_18_2, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_18_3, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_18_4, eta0: 0.01,learning_rate: optimal,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_19_0, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_19_1, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_19_2, eta0: 0.01,learning_rate: optimal,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_19_3, eta0: 0.01,learning_rate: adaptive,loss: hinge,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_19_4, eta0: 0.01,learning_rate: optimal,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.0024787521766663585
series_20_0, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_20_1, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
series_20_2, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: l1,tol: 0.1353352832366127
series_20_3, eta0: 0.01,learning_rate: adaptive,loss: perceptron,max_iter: 1000,penalty: l1,tol: 0.0024787521766663585
series_20_4, eta0: 0.01,learning_rate: adaptive,loss: modified_huber,max_iter: 1000,penalty: elasticnet,tol: 0.1353352832366127
